"","article_title","white_authors","black_authors","east_asian_authors","south_asian_authors","latino_authors","mena_authors","native_authors","pacific_authors","other_authors","mixed_authors"
"481","AJPS.62.2.312","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"482","CPS.33.10.1243","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"483","CPS.43.11.1442","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"484","ISQ.43.2.407","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"485","ISQ.43.4.559","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"486","JOP.80.3.948","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"487","POP.5.1.31","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"488","BJPS.46.1.127","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"489","JOP.68.2.410","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"490","AJPS.51.2.397","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"491","AJPS.54.4.871","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"492","CP.35.3.293","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"493","CPS.38.2.171","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"494","ISQ.44.4.591","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"495","WP.51.1.1","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"496","BJPS.33.2.283","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"497","POP.5.4.741","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"498","JOP.78.2.427","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"499","JOP.80.3.916","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"500","AJPS.51.2.283","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"501","CPS.33.9.1123","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"502","IO.68.3.495","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"503","JOP.80.4.1197","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"504","APSR.107.3.461","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"505","JOP.67.2.345","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"506","IO.68.3.599","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"507","WP.60.1.64","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"508","AJPS.56.1.167","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"509","APSR.110.1.85","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"510","ISQ.55.4.1167","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"511","JOP.77.2.546","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"512","JOP.77.2.575","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"513","CP.40.1.41","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"514","JOP.67.3.784","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"515","BJPS.35.3.465","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"516","POP.15.3.732","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"517","JOP.79.2.473","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"518","ISQ.62.1.23","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"519","JOP.70.3.663","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"520","AJPS.60.4.1077","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"521","CPS.50.2.264","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"522","CPS.45.4.477","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"523","AJPS.56.3.655","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"524","JOP.78.1.311","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"525","CPS.34.7.768","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"526","IO.63.2.217","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"527","IO.63.1.139","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"528","POP.12.1.61","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"529","AJPS.51.1.108","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"530","AJPS.52.1.142","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"531","CPS.44.9.1206","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"532","CPS.49.11.1480","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"533","ISQ.60.2.355","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"534","APSR.93.1.69","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"535","BJPS.37.4.587","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"536","JOP.66.4.1036","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"537","AJPS.62.3.566","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"538","AJPS.47.1.128","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"539","ISQ.43.3.533","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"540","JOP.66.1.136","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"541","WP.58.3.339","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"542","JOP.72.2.528","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"543","BJPS.45.3.477","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"544","POP.5.3.425","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
"545","CP.34.2.211","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors","Use restricted per APSA user agreement; please contact authors"
